text,category
Evacuation center at riverbank Brgy. New Era lacks supplies (water/blankets) this morning.,Disaster
May naghihinalang tao paikot-ikot near public market Brgy. Riverside for 1 week; residents feel unsafe. Sana ma-actionan agad.,Crime
"Motorcycle with modified muffler keeps revving on Bonifacio Rd., Brgy. Malinis every night.",Noise
Baradong kanal sa Bonifacio Rd. Brgy. Mabini; umaapaw kahapon pagkatapos ng ulan and water enters houses.,Flooding
Power outage in Brgy. San Isidro since 8:10 AM; households cannot use appliances.,Electricity
"Power pole leaning dangerously on Rizal St., Brgy. Riverside; might fall tuwing malakas ang ulan. thank you.",Electricity
Exposed electrical wire hanging near plaza in Brgy. Riverside; could electrocute someone. thank you.,Electricity
Faded pedestrian crossing near plaza Brgy. Bagong Silang; drivers don't slow down.,Traffic
Bar music too loud near park Brgy. Bagong Silang; windows shaking.,Noise
Blocked fire exit/escape route near chapel Brgy. Mabini; please enforce safety. 😷,Public Safety
Strong winds damaged roofs in Brgy. Bagong Silang since Monday; families need temporary shelter.,Disaster
Reported burglary at Quezon Blvd. Brgy. Bagong Silang; window forced open this morning. thank you. 🚨,Crime
"Motorcycle with modified muffler keeps revving on Del Pilar St., Brgy. Malinis every night.",Noise
May nasusunog na basura/kanal near Quezon Blvd. Brgy. Sta. Cruz around 8:10 AM; strong odor and smoke.,Fire
"Large pothole on Mabini Ave., Brgy. Bagong Silang; a motorcycle almost crashed yesterday. Needs patching. Sana ma-actionan agad.",Road Damage
Fiber line hanging low across Rizal St. Brgy. San Isidro; trucks might hit it. Pls respond asap.,Internet
"Knee-deep floodwater during drizzle along Quezon Blvd., Brgy. Mabini. Drainage clogged with leaves and plastic.",Flooding
Tap water is brown/muddy in Brgy. Poblacion 3 days ago; possible pipe contamination.,Water Supply
Intermittent internet: disconnects every few minutes in Brgy. Poblacion especially at 4:25 PM.,Internet
Drunk individuals harassing commuters near health center Brgy. Malinis at 4:25 PM.,Crime
Reported burglary at Quezon Blvd. Brgy. Poblacion; window forced open since Monday.,Crime
Forest/brush fire near Brgy. Sta. Cruz boundary; flames visible from Del Pilar St. at 5:30 AM. Sana ma-actionan agad.,Fire
Blocked fire exit/escape route near bridge Brgy. San Isidro; please enforce safety.,Public Safety
Flickering streetlight at Sampaguita St. Brgy. Malinis; safety concern for senior citizens. Pls respond asap.,Streetlight
Forest/brush fire near Brgy. Poblacion boundary; flames visible from Liberty St. at 9:30 PM.,Fire
"Low water pressure on National Hwy, Brgy. Riverside today; tap only drips. 🔥",Water Supply
"Motorcycle with modified muffler keeps revving on Bonifacio Rd., Brgy. Poblacion every night.",Noise
Reported burglary at Rizal St. Brgy. Pag-asa; window forced open for 1 week. Sana ma-actionan agad.,Crime
"Streetlight not working on JP Laurel St., Brgy. San Isidro; area is very dark at night.",Streetlight
Snake spotted near creek Brgy. Riverside for 1 week; residents scared.,Animal Control
"Overflowing trash bins near the plaza in Brgy. San Isidro, Mabini Ave.. Foul smell this morning; vendors complaining.",Garbage
Uncovered well/pit near Brgy. Bagong Silang houses; children at risk. 🚨,Public Safety
Intermittent internet: disconnects every few minutes in Brgy. Bagong Silang especially at 12:40 PM. thank you.,Internet
Loose hanging cables across Rizal St. Brgy. New Era; could snag vehicles.,Public Safety
Stray cats and dogs tearing garbage near health center Brgy. Bayanihan; causes mess and smell. thank you.,Animal Control
Reported burglary at Liberty St. Brgy. Poblacion; window forced open since Monday.,Crime
Patay ang ilaw sa poste malapit sa elementary school Brgy. Pag-asa since yesterday. Need help ASAP.,Streetlight
"Low water pressure on Quezon Blvd., Brgy. Bayanihan last night; tap only drips. Need help ASAP.",Water Supply
Broken footbridge/handrail near bridge Brgy Pag-asa; risk of falling,Public Safety
"Standing water in front of health center, Brgy. Poblacion since yesterday; possible mosquito breeding.",Flooding
"Knee-deep floodwater nung bagyo along Rizal St., Brgy. Bagong Silang. Drainage clogged with leaves and plastic.",Flooding
Stray cats and dogs tearing garbage near elementary school Brgy. Poblacion; causes mess and smell.,Animal Control
Stray cats and dogs tearing garbage near elementary school Brgy. Poblacion; causes mess and smell.,Animal Control
"Streetlight not working on Liberty St., Brgy. New Era; area is very dark at night. thank you.",Streetlight
"Standing water in front of bridge, Brgy. New Era yesterday; possible mosquito breeding.",Flooding
Water interruption happens every morning in Brgy. Bagong Silang; need schedule/notice.,Water Supply
Bar music too loud near park Brgy. Malinis; windows shaking.,Noise
"Knee-deep floodwater during drizzle along Liberty St., Brgy. Mabini. Drainage clogged with leaves and plastic. Need help ASAP.",Flooding
Loud karaoke in Brgy. San Isidro near evacuation center past 12:40 PM; kids can't sleep. Need help ASAP.,Noise
Broken footbridge/handrail near plaza Brgy. Sta. Cruz; risk of falling.,Public Safety
"May nagsusunog ng basura near evacuation center, Brgy. San Isidro around 8:10 AM; usok pumapasok sa bahay. thank you.",Garbage
Exposed electrical wire hanging near bridge in Brgy. Mabini; could electrocute someone. 🙏,Electricity
Pack of stray dogs near riverbank in Brgy. Pag-asa 9:30 PM; chased children. Sana ma-actionan agad.,Animal Control
Flickering streetlight at Bonifacio Rd. Brgy. Malinis; safety concern for commuters.,Streetlight
Exposed electrical wire hanging near elementary school in Brgy. Bagong Silang; could electrocute someone.,Electricity
Open manhole on Quezon Blvd. Brgy. Poblacion near elementary school; very dangerous at night. Need help ASAP.,Public Safety
Blocked fire exit/escape route near public market Brgy. San Isidro; please enforce safety.,Public Safety
Transformer humming loudly and smells burnt near Mabini Ave. Brgy. Riverside; possible overload. 🙏,Electricity
Kitchen fire at a stall near park Brgy. San Isidro; needs inspection of LPG safety.,Fire
Baha sa tapat ng riverbank Brgy. Sta. Cruz at 4:25 PM; vehicles cannot pass safely. 😟,Flooding
Kitchen fire at a stall near bridge Brgy. Poblacion; needs inspection of LPG safety.,Fire
"Electrical sparks seen then small fire on pole near covered court, Brgy. New Era after heavy rain.",Fire
"Possible dengue risk: standing water and many mosquitoes near covered court, Brgy. San Isidro since Monday.",Health
Snake spotted near canal Brgy San Isidro yesterday; residents scared,Animal Control
"Motorcycle with modified muffler keeps revving on Sampaguita St., Brgy. Poblacion every night.",Noise
Broken footbridge/handrail near evacuation center Brgy. New Era; risk of falling.,Public Safety
"Broken sidewalk tiles near health center, Brgy. Malinis; pedestrians keep tripping. 🔥",Road Damage
Water leak from main pipe near bridge Brgy. Bagong Silang; water wasted and road flooded.,Water Supply
Illegal dumping of mixed waste and construction debris beside the plaza at Brgy. Mabini.,Garbage
Broken footbridge/handrail near chapel Brgy. Sta. Cruz; risk of falling.,Public Safety
Open trench left by roadworks near covered court in Brgy. Bayanihan; no warning signs.,Road Damage
May nag-iinuman at sobrang ingay sa National Hwy Brgy. Pag-asa hanggang 9:30 PM.,Noise
Bar music too loud near evacuation center Brgy. Pag-asa; windows shaking.,Noise
Loud karaoke in Brgy. Pag-asa near park past 4:25 PM; kids can't sleep. Pls respond asap.,Noise
"Construction drilling starts at 7:00 PM in Brgy. Mabini, Del Pilar St.; violates quiet hours.",Noise
Bar music too loud near park Brgy. Poblacion; windows shaking.,Noise
Loose hanging cables across Rizal St. Brgy. Riverside; could snag vehicles.,Public Safety
Flickering streetlight at Rizal St. Brgy. Bagong Silang; safety concern for residents.,Streetlight
Earthquake aftershocks reported; cracks seen at park Brgy Bayanihan; request inspection Pls respond asap,Disaster
Baradong kanal sa Quezon Blvd. Brgy. Bagong Silang; umaapaw kahapon pagkatapos ng ulan and water enters houses.,Flooding
Exposed electrical wire hanging near public market in Brgy. New Era; could electrocute someone. Sana ma-actionan agad.,Electricity
"Tricycles loading/unloading in the middle of JP Laurel St., Brgy. Mabini; causes congestion.",Traffic
"Illegal vendors blocking one lane on Quezon Blvd., Brgy. Bayanihan; cars stuck and honking. Pls respond asap.",Traffic
"Manhole cover missing on Mabini Ave, Brgy Riverside; water cannot drain properly tuwing malakas ang ulan",Flooding
Snake spotted near creek Brgy. Malinis for 1 week; residents scared. Sana ma-actionan agad.,Animal Control
May naghihinalang tao paikot-ikot near elementary school Brgy. San Isidro for 1 week; residents feel unsafe.,Crime
Fiber line hanging low across National Hwy Brgy. Pag-asa; trucks might hit it.,Internet
May nasusunog na basura/kanal near JP Laurel St Brgy Poblacion around 9:30 PM; strong odor and smoke,Fire
"Streetlight not working on Sampaguita St, Brgy Malinis; area is very dark at night",Streetlight
Open trench left by roadworks near park in Brgy. Bayanihan; no warning signs.,Road Damage
Evacuation center at riverbank Brgy. Mabini lacks supplies (water/blankets) since Monday.,Disaster
"Streetlight not working on Mabini Ave., Brgy. Mabini; area is very dark at night.",Streetlight
Evacuation center at barangay hall Brgy. Bagong Silang lacks supplies (water/blankets) for 1 week.,Disaster
Water interruption happens every morning in Brgy. Bagong Silang; need schedule/notice.,Water Supply
"Possible dengue risk: standing water and many mosquitoes near bridge, Brgy. Malinis this morning.",Health
Transformer humming loudly and smells burnt near Maharlika Rd. Brgy. Sta. Cruz; possible overload.,Electricity
Transformer humming loudly and smells burnt near Sampaguita St. Brgy. San Isidro; possible overload.,Electricity
Snake spotted near riverbank Brgy. Bagong Silang for 1 week; residents scared.,Animal Control
Broken lamp cover at Brgy. Bagong Silang near public market; bulb exposed and could shatter.,Streetlight
Intermittent internet: disconnects every few minutes in Brgy. Mabini especially at 12:40 PM. thank you.,Internet
Flickering streetlight at National Hwy Brgy. Bagong Silang; safety concern for vendors.,Streetlight
Broken lamp cover at Brgy. Sta. Cruz near health center; bulb exposed and could shatter. Sana ma-actionan agad.,Streetlight
Reported suspected food poisoning after eating at park Brgy. San Isidro since yesterday; several residents got sick.,Health
Minor landslide/soil erosion near Brgy. Bayanihan roadside on Maharlika Rd. after heavy rain. thank you.,Disaster
Several streetlights out along Mabini Ave. in Brgy. Malinis; please repair.,Streetlight
"Streetlight not working on Bonifacio Rd., Brgy. Malinis; area is very dark at night. 😷",Streetlight
Motorcycle theft attempt near health center in Brgy. New Era last night; pls increase patrol.,Crime
Uncollected garbage after market day near plaza in Brgy. Bagong Silang; plastic scattered on the road.,Garbage
Power outage in Brgy. Sta. Cruz since 4:25 PM; households cannot use appliances.,Electricity
Motorcycle theft attempt near evacuation center in Brgy. Mabini last night; please increase patrol. Pls respond asap. 🙏,Crime
Loud karaoke in Brgy. Malinis near plaza past 7:00 PM; kids can't sleep.,Noise
Stray cats and dogs tearing garbage near chapel Brgy. San Isidro; causes mess and smell.,Animal Control
May bitak at lubak sa kalsada sa National Hwy Brgy. Mabini; delikado lalo na pag gabi.,Road Damage
May bitak at lubak sa kalsada sa Sampaguita St. Brgy. Malinis; delikado lalo na pag gabi.,Road Damage
May bitak at lubak sa kalsada sa Mabini Ave. Brgy. Malinis; delikado lalo na pag gabi. thank you.,Road Damage
Frequent voltage fluctuation/brownout in Brgy. Bagong Silang for 1 week; lights flicker. Pls respond asap.,Electricity
Broken footbridge/handrail near riverbank Brgy Bagong Silang; risk of falling,Public Safety
"Construction drilling starts at 4:25 PM in Brgy. Pag-asa, Sampaguita St.; violates quiet hours. 🔥",Noise
Patay ang ilaw sa poste malapit sa chapel Brgy. Riverside since today.,Streetlight
Open manhole on Liberty St Brgy New Era near park; very dangerous at night,Public Safety
Very slow mobile data signal near public market Brgy. New Era; calls dropping frequently.,Internet
Water leak from main pipe near evacuation center Brgy. Bayanihan; water wasted and road flooded.,Water Supply
Blocked fire exit/escape route near evacuation center Brgy. Malinis; please enforce safety. Sana ma-actionan agad.,Public Safety
"May nagsusunog ng basura near plaza, Brgy. Bayanihan around 6:15 AM; usok pumapasok sa bahay. Need help ASAP.",Garbage
Broken footbridge/handrail near riverbank Brgy. Mabini; risk of falling.,Public Safety
Earthquake aftershocks reported; cracks seen at bridge Brgy Malinis; request inspection,Disaster
"Streetlight not working on Liberty St., Brgy. Pag-asa; area is very dark at night. Pls respond asap.",Streetlight
Patay ang ilaw sa poste malapit sa plaza Brgy. Malinis since since yesterday.,Streetlight
Earthquake aftershocks reported; cracks seen at bridge Brgy. Mabini; request inspection.,Disaster
Dead animal (dog/cat) on Mabini Ave. Brgy. Riverside; needs proper disposal to avoid disease.,Animal Control
Stray animals roaming near elementary school in Brgy. Sta. Cruz; risk of bites and rabies.,Health
Earthquake aftershocks reported; cracks seen at chapel Brgy. New Era; request inspection.,Disaster
Forest/brush fire near Brgy. San Isidro boundary; flames visible from National Hwy at 8:10 AM. thank you.,Fire
Forest/brush fire near Brgy. Mabini boundary; flames visible from Liberty St. at 11:55 PM.,Fire
Water interruption happens every morning in Brgy. Bayanihan; need schedule/notice.,Water Supply
Minor landslide/soil erosion near Brgy. Pag-asa roadside on Maharlika Rd. during drizzle.,Disaster
Kitchen fire at a stall near public market Brgy. New Era; needs inspection of LPG safety.,Fire
Faded pedestrian crossing near evacuation center Brgy. Poblacion; drivers don't slow down. Need help ASAP.,Traffic
Broken footbridge/handrail near evacuation center Brgy. Poblacion; risk of falling.,Public Safety
"Manhole cover missing on Rizal St., Brgy. Riverside; water cannot drain properly kahapon pagkatapos ng ulan.",Flooding
"Low water pressure on National Hwy, Brgy Bayanihan since yesterday; tap only drips Need help ASAP",Water Supply
Loose hanging cables across Bonifacio Rd. Brgy. Poblacion; could snag vehicles.,Public Safety
Faded pedestrian crossing near chapel Brgy. Poblacion; drivers don't slow down.,Traffic
Snake spotted near shoreline Brgy. Bayanihan for 1 week; residents scared. Pls respond asap.,Animal Control
Several streetlights out along National Hwy in Brgy Sta Cruz; please repair,Streetlight
Transformer humming loudly and smells burnt near Rizal St. Brgy. San Isidro; possible overload. thank you. 🚨,Electricity
May nasusunog na basura/kanal near Quezon Blvd. Brgy. Bagong Silang around 5:30 AM; strong odor and smoke.,Fire
"Electrical sparks seen then small fire on pole near park, Brgy. Poblacion after the thunderstorm. Pls respond asap.",Fire
Kitchen fire at a stall near public market Brgy. New Era; needs inspection of LPG safety.,Fire
Evacuation center at evacuation center Brgy. Malinis lacks supplies (water/blankets) today.,Disaster
Exposed electrical wire hanging near public market in Brgy. New Era; could electrocute someone.,Electricity
Very slow mobile data signal near plaza Brgy. Mabini; calls dropping frequently. Pls respond asap.,Internet
"May nagsusunog ng basura near public market, Brgy. New Era around 6:15 AM; usok pumapasok sa bahay.",Garbage
Loose hanging cables across Quezon Blvd. Brgy. Bayanihan; could snag vehicles.,Public Safety
Broken footbridge/handrail near covered court Brgy. Sta. Cruz; risk of falling. Sana ma-actionan agad.,Public Safety
"Snatching incident reported on Rizal St., Brgy. Bagong Silang at 11:55 PM; CCTV in area should be checked.",Crime
"Tricycles loading/unloading in the middle of National Hwy, Brgy. Poblacion; causes congestion.",Traffic
Very slow mobile data signal near elementary school Brgy. Sta. Cruz; calls dropping frequently.,Internet
Power outage in Brgy. Sta. Cruz since 12:40 PM; households cannot use appliances.,Electricity
Fallen tree blocking Quezon Blvd in Brgy Sta Cruz after heavy rain; needs clearing team,Disaster
Open manhole on Sampaguita St. Brgy. New Era near elementary school; very dangerous at night.,Public Safety
Faded pedestrian crossing near barangay hall Brgy. Pag-asa; drivers don't slow down.,Traffic
Stray animals roaming near barangay hall in Brgy. Mabini; risk of bites and rabies.,Health
Blocked fire exit/escape route near bridge Brgy. Bayanihan; please enforce safety.,Public Safety
Motorcycle theft attempt near public market in Brgy. Riverside last night; please increase patrol.,Crime
"Manhole cover missing on JP Laurel St., Brgy. Bayanihan; water cannot drain properly tuwing malakas ang ulan. Sana ma-actionan agad.",Flooding
"Electrical sparks seen then small fire on pole near plaza, Brgy. Bayanihan kahapon pagkatapos ng ulan.",Fire
Frequent voltage fluctuation/brownout in Brgy. Malinis last night; lights flicker.,Electricity
Patay ang ilaw sa poste malapit sa terminal Brgy. Pag-asa since since Monday.,Streetlight
"Electrical sparks seen then small fire on pole near health center, Brgy. Pag-asa tuwing malakas ang ulan.",Fire
Minor landslide/soil erosion near Brgy. Riverside roadside on Quezon Blvd. after the thunderstorm. Pls respond asap.,Disaster
Power outage in Brgy. Malinis since 5:30 AM; households cannot use appliances.,Electricity
Motorcycle theft attempt near bridge in Brgy. Poblacion last night; please increase patrol.,Crime
Strong winds damaged roofs in Brgy. Bagong Silang this morning; families need temporary shelter. 😷,Disaster
Bar music too loud near covered court Brgy. San Isidro; windows shaking.,Noise
"Manhole cover missing on Del Pilar St., Brgy. San Isidro; water cannot drain properly tuwing malakas ang ulan.",Flooding
Fiber line hanging low across Del Pilar St. Brgy. Riverside; trucks might hit it.,Internet
Frequent voltage fluctuation/brownout in Brgy. Bagong Silang yesterday; lights flicker.,Electricity
Snake spotted near shoreline Brgy. Pag-asa since yesterday; residents scared. Sana ma-actionan agad.,Animal Control
Broken footbridge/handrail near evacuation center Brgy. Malinis; risk of falling.,Public Safety
Loose hanging cables across Quezon Blvd. Brgy. Riverside; could snag vehicles. Pls respond asap.,Public Safety
Stray cats and dogs tearing garbage near terminal Brgy. Pag-asa; causes mess and smell.,Animal Control
May naghihinalang tao paikot-ikot near evacuation center Brgy. Bagong Silang since Monday; residents feel unsafe. Need help ASAP. 🚨,Crime
"Large pothole on Del Pilar St., Brgy. New Era; a motorcycle almost crashed 3 days ago. Needs patching.",Road Damage
Power outage in Brgy. Poblacion since 5:30 AM; households cannot use appliances. Pls respond asap.,Electricity
May asong gala na nangagat sa Del Pilar St. Brgy. Sta. Cruz this morning; needs barangay action.,Animal Control
Uncollected garbage after market day near evacuation center in Brgy. Poblacion; plastic scattered on the road.,Garbage
Bar music too loud near covered court Brgy. Pag-asa; windows shaking. Sana ma-actionan agad.,Noise
Reported burglary at Quezon Blvd. Brgy. Poblacion; window forced open 3 days ago. thank you.,Crime
Fallen tree blocking JP Laurel St. in Brgy. Bayanihan after the thunderstorm; needs clearing team. Pls respond asap.,Disaster
Strong winds damaged roofs in Brgy. Poblacion last night; families need temporary shelter.,Disaster
Tap water is brown/muddy in Brgy. Sta. Cruz for 1 week; possible pipe contamination.,Water Supply
Baradong kanal sa Liberty St. Brgy. Sta. Cruz; umaapaw tuwing malakas ang ulan and water enters houses. 🚨,Flooding
Power outage in Brgy. Poblacion since 4:25 PM; households cannot use appliances.,Electricity
Fallen tree blocking Liberty St in Brgy Bayanihan kahapon pagkatapos ng ulan; needs clearing team,Disaster
Motorcycle theft attempt near bridge in Brgy. Bagong Silang last night; pls increase patrol. thank you.,Crime
Internet connection down in Brgy. Malinis since last night; students can't attend online class. 😟,Internet
Broken lamp cover at Brgy. San Isidro near plaza; bulb exposed and could shatter.,Streetlight
Dead animal (dog/cat) on Rizal St. Brgy. Mabini; needs proper disposal to avoid disease.,Animal Control
Blocked fire exit/escape route near plaza Brgy. Mabini; pls enforce safety.,Public Safety
"May tambak na basura sa kanto ng Del Pilar St., Brgy. Pag-asa. Hindi pa kinukuha for 1 week. May daga na.",Garbage
Tap water is brown/muddy in Brgy. Mabini this morning; possible pipe contamination.,Water Supply
Very slow mobile data signal near bridge Brgy. Poblacion; calls dropping frequently.,Internet
May nag-iinuman at sobrang ingay sa National Hwy Brgy. Sta. Cruz hanggang 12:40 PM.,Noise
Power outage in Brgy. New Era since 6:15 AM; households cannot use appliances. Sana ma-actionan agad.,Electricity
"Electrical sparks seen then small fire on pole near plaza, Brgy. Mabini tuwing malakas ang ulan.",Fire
Earthquake aftershocks reported; cracks seen at riverbank Brgy. San Isidro; request inspection. Need help ASAP.,Disaster
"Manhole cover missing on Liberty St., Brgy. Mabini; water cannot drain properly after heavy rain. Sana ma-actionan agad.",Flooding
Loud karaoke in Brgy. New Era near plaza past 7:00 PM; kids can't sleep.,Noise
Baradong kanal sa Bonifacio Rd. Brgy. Pag-asa; umaapaw during drizzle and water enters houses. 😟,Flooding
Blocked fire exit/escape route near public market Brgy. Bagong Silang; please enforce safety.,Public Safety
"Tricycles loading/unloading in the middle of Sampaguita St., Brgy. Sta. Cruz; causes congestion.",Traffic
"Snatching incident reported on Del Pilar St., Brgy. Sta. Cruz at 6:15 AM; CCTV in area should be checked.",Crime
"Low water pressure on Rizal St, Brgy Sta Cruz last night; tap only drips",Water Supply
"Motorcycle with modified muffler keeps revving on Sampaguita St., Brgy. Bayanihan every night.",Noise
Someone is dumping wastewater/sewage on Maharlika Rd. Brgy. Mabini; foul smell and slippery road. Pls respond asap.,Health
Tap water is brown/muddy in Brgy. Poblacion since Monday; possible pipe contamination.,Water Supply
Flickering streetlight at Rizal St. Brgy. San Isidro; safety concern for residents.,Streetlight
Frequent voltage fluctuation/brownout in Brgy. New Era for 1 week; lights flicker.,Electricity
Illegal dumping of mixed waste and construction debris beside the riverbank at Brgy. Bayanihan.,Garbage
Food stalls near barangay hall Brgy. Malinis have uncovered food and flies; sanitation issue.,Health
Snake spotted near shoreline Brgy. Sta. Cruz today; residents scared. Need help ASAP.,Animal Control
"Knee-deep floodwater kahapon pagkatapos ng ulan along Sampaguita St, Brgy San Isidro Drainage clogged with leaves and plastic",Flooding
Uncollected garbage after market day near public market in Brgy. Pag-asa; plastic scattered on the road. Sana ma-actionan agad.,Garbage
Pack of stray dogs near plaza in Brgy. New Era 8:10 AM; chased children. 😷,Animal Control
May naghihinalang tao paikot-ikot near elementary school Brgy. Malinis 3 days ago; residents feel unsafe.,Crime
May naghihinalang tao paikot-ikot near evacuation center Brgy. Mabini 3 days ago; residents feel unsafe.,Crime
"Standing water in front of health center, Brgy. Pag-asa today; possible mosquito breeding.",Flooding
Patay ang ilaw sa poste malapit sa bridge Brgy. New Era since this morning.,Streetlight
"Large pothole on National Hwy, Brgy. San Isidro; a motorcycle almost crashed yesterday. Needs patching. thank you.",Road Damage
May bitak at lubak sa kalsada sa Mabini Ave. Brgy. Malinis; delikado lalo na pag gabi. 🔥,Road Damage
"Construction drilling starts at 8:10 AM in Brgy. San Isidro, Bonifacio Rd.; violates quiet hours.",Noise
Snake spotted near riverbank Brgy. Riverside today; residents scared.,Animal Control
Frequent voltage fluctuation/brownout in Brgy. San Isidro since Monday; lights flicker. 😷,Electricity
Snake spotted near creek Brgy. San Isidro for 1 week; residents scared.,Animal Control
Transformer humming loudly and smells burnt near National Hwy Brgy. Pag-asa; possible overload.,Electricity
"Construction drilling starts at 12:40 PM in Brgy. Sta. Cruz, Sampaguita St.; violates quiet hours.",Noise
Open trench left by roadworks near barangay hall in Brgy. Bagong Silang; no warning signs.,Road Damage
Baha sa tapat ng terminal Brgy. Riverside at 6:15 AM; vehicles cannot pass safely.,Flooding
Dead animal (dog/cat) on Quezon Blvd. Brgy. San Isidro; needs proper disposal to avoid disease.,Animal Control
Someone is dumping wastewater/sewage on Mabini Ave. Brgy. Malinis; foul smell and slippery road. Pls respond asap.,Health
No water supply in Brgy. Malinis since 5:30 AM; residents cannot store water.,Water Supply
"Knee-deep floodwater tuwing malakas ang ulan along Maharlika Rd., Brgy. San Isidro. Drainage clogged with leaves and plastic.",Flooding
"Low water pressure on Maharlika Rd., Brgy. Pag-asa 3 days ago; tap only drips.",Water Supply
Internet connection down in Brgy. Malinis since today; students can't attend online class.,Internet
"Knee-deep floodwater kahapon pagkatapos ng ulan along Bonifacio Rd., Brgy. Bayanihan. Drainage clogged with leaves and plastic.",Flooding
Water interruption happens every morning in Brgy. New Era; need schedule/notice.,Water Supply
Earthquake aftershocks reported; cracks seen at health center Brgy. Riverside; request inspection. Need help ASAP.,Disaster
"Manhole cover missing on National Hwy, Brgy. Bayanihan; water cannot drain properly kahapon pagkatapos ng ulan.",Flooding
May bitak at lubak sa kalsada sa Sampaguita St. Brgy. Riverside; delikado lalo na pag gabi.,Road Damage
Faded pedestrian crossing near bridge Brgy. Mabini; drivers don't slow down.,Traffic
"Low water pressure on Bonifacio Rd, Brgy Bagong Silang today; tap only drips",Water Supply
Someone is dumping wastewater/sewage on Bonifacio Rd. Brgy. Bayanihan; foul smell and slippery road.,Health
Intermittent internet: disconnects every few minutes in Brgy. Bagong Silang especially at 7:00 PM. Need help ASAP.,Internet
Kitchen fire at a stall near public market Brgy. Bayanihan; needs inspection of LPG safety.,Fire
Dead animal (dog/cat) on Bonifacio Rd. Brgy. Riverside; needs proper disposal to avoid disease.,Animal Control
Someone is dumping wastewater/sewage on Liberty St Brgy Bagong Silang; foul smell and slippery road,Health
Uncollected garbage after market day near barangay hall in Brgy. Malinis; plastic scattered on the road.,Garbage
Loud karaoke in Brgy. Poblacion near health center past 8:10 AM; kids can't sleep.,Noise
Faded pedestrian crossing near chapel Brgy. San Isidro; drivers don't slow down.,Traffic
Road shoulder collapsed near Brgy. Riverside along National Hwy during drizzle; risk of accident. Pls respond asap.,Road Damage
Illegal dumping of mixed waste and construction debris beside the barangay hall at Brgy. Riverside. 🙏,Garbage
Motorcycle theft attempt near bridge in Brgy. Poblacion last night; please increase patrol.,Crime
"Illegal vendors blocking one lane on Liberty St., Brgy. Bayanihan; cars stuck and honking.",Traffic
Uncovered well/pit near Brgy. Mabini houses; children at risk.,Public Safety
Fallen tree blocking Maharlika Rd. in Brgy. San Isidro nung bagyo; needs clearing team.,Disaster
"Broken sidewalk tiles near terminal, Brgy. Mabini; pedestrians keep tripping.",Road Damage
"Electrical sparks seen then small fire on pole near evacuation center, Brgy. Sta. Cruz nung bagyo.",Fire
"Electrical sparks seen then small fire on pole near bridge, Brgy. Pag-asa during drizzle. Sana ma-actionan agad.",Fire
Open trench left by roadworks near evacuation center in Brgy Malinis; no warning signs Need help ASAP,Road Damage
"Overflowing trash bins near the park in Brgy. Malinis, National Hwy. Foul smell since yesterday; commuters complaining.",Garbage
"Manhole cover missing on Del Pilar St., Brgy. Bagong Silang; water cannot drain properly after the thunderstorm.",Flooding
May naghihinalang tao paikot-ikot near evacuation center Brgy. Malinis last night; residents feel unsafe. thank you.,Crime
Kitchen fire at a stall near terminal Brgy. Sta. Cruz; needs inspection of LPG safety. thank you.,Fire
Earthquake aftershocks reported; cracks seen at park Brgy. Malinis; request inspection. 😟,Disaster
Fallen tree blocking Sampaguita St. in Brgy. Malinis after the thunderstorm; needs clearing team. 😷,Disaster
May nag-iinuman at sobrang ingay sa Maharlika Rd. Brgy. Pag-asa hanggang 6:15 AM.,Noise
"Knee-deep floodwater after heavy rain along Quezon Blvd., Brgy. Mabini. Drainage clogged with leaves and plastic. Pls respond asap.",Flooding
Loud karaoke in Brgy. San Isidro near public market past 7:00 PM; kids can't sleep. 🔥,Noise
May asong gala na nangagat sa Maharlika Rd Brgy Malinis last night; needs barangay action,Animal Control
"Possible dengue risk: standing water and many mosquitoes near covered court, Brgy. Poblacion 3 days ago.",Health
Grass fire reported near elementary school in Brgy. New Era this morning; smoke reducing visibility on JP Laurel St..,Fire
"Knee-deep floodwater tuwing malakas ang ulan along Sampaguita St., Brgy. Malinis. Drainage clogged with leaves and plastic. thank you.",Flooding
Baha sa tapat ng chapel Brgy. New Era at 6:15 AM; vehicles cannot pass safely.,Flooding
Fiber line hanging low across Mabini Ave. Brgy. San Isidro; trucks might hit it.,Internet
Very slow mobile data signal near health center Brgy. Mabini; calls dropping frequently.,Internet
May naghihinalang tao paikot-ikot near park Brgy. Riverside for 1 week; residents feel unsafe.,Crime
Evacuation center at evacuation center Brgy. Poblacion lacks supplies (water/blankets) yesterday.,Disaster
"Illegal vendors blocking one lane on Del Pilar St., Brgy. Pag-asa; cars stuck and honking.",Traffic
Dead animal (dog/cat) on Bonifacio Rd. Brgy. New Era; needs proper disposal to avoid disease.,Animal Control
Earthquake aftershocks reported; cracks seen at terminal Brgy. Sta. Cruz; request inspection.,Disaster
"May tambak na basura sa kanto ng Sampaguita St., Brgy. San Isidro. Hindi pa kinukuha today. May daga na.",Garbage
"Illegal vendors blocking one lane on Bonifacio Rd., Brgy. Bagong Silang; cars stuck and honking.",Traffic
Tap water is brown/muddy in Brgy. Mabini 3 days ago; possible pipe contamination. thank you.,Water Supply
May bitak at lubak sa kalsada sa Rizal St Brgy Bagong Silang; delikado lalo na pag gabi,Road Damage
